"Sponsor Name","Site Name","Site Address","City","State","Zip Code","Contact Name","Telephone","ProgramTypes"
"MARANGELYS KIDS INC KIDDIE ACADEMY CHILD CARE CTR","KIDDIE ACADEMY CC LEARNING CNT","3766 MISSION AVE #110","OCEANSIDE","CA",92058,"MR. MICHAEL GARCIA JURADO","760-439-5552","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)"
"MARINE CORPS AIR STATION","YOUTH & TEEN CENTER MCCS MIRAMAR","P O BOX 452008","SAN DIEGO","CA",82145,"MS. ALISHA HARRISON","858-577-4121","AT RISK SITE (ATR), PRESCHOOL AGE CENTER (CCC), SCHOOL AGE CENTER (SAC)"
"MARINE CORPS COMMUNITY SERVICES","BROWNE","BLDG. 2052, PO BOX 555020","CAMP PENDLETON","CA",92055,"MRS. DIONNA CARDOVA","760-725-8405","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)"
"MARINE CORPS COMMUNITY SERVICES","COURTEAU CHILD DEV CENTER","BLDG 15061 MCB","CAMP PENDLETON","CA",92055,"MS. EARLISHA LEE","760-725-5113","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"MARINE CORPS COMMUNITY SERVICES","DELUZ CHILD DEVELOPMENT CENTER","BUILDING 120111 BOX 555020","CAMP PENDLETON","CA",92055,"MRS. KATHY JOHNSTON","760-725-9890","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)"
"MARINE CORPS COMMUNITY SERVICES","SAN LUIS REY CHILD DEV CENTER","BLDG 17081 MCB","CAMP PENDLETON","CA",92055,"MRS. DEITRA JACKSON","760-763-6905","PRESCHOOL AGE CENTER (CCC), SCHOOL AGE CENTER (SAC)"
"MARINE CORPS COMMUNITY SERVICES","SAN ONOFRE CHILD DEV CENTER","BLDG 51080 MCB","CAMP PENDLETON","CA",92055,"MRS. SUMMER ANDERSON","760-725-7311","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)"
"MARINE CORPS COMMUNITY SERVICES","STUART MESA CDC","BLDG 310006 MARINE CORPS BASE","CAMP PENDLETON","CA",92055,"MRS. TRACI GETSINGER-ELAM","760-725-9954","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC EARLY HEAD START - WESTLAKE","415 AUTUM DRIVE","SAN MARCOS","CA",92069,"MS. CLARIBEL ZORRILLA","760-631-2695","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC HS OCEANSIDE III - INFANT","509 SPORTSFISHER ST","OCEANSIDE","CA",92054,"MRS. ALICE RODRIGUEZ","760-439-0415","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJ/SAN MARCOS/EARLY HS","1587 LINDA VISTA DR","SAN MARCOS","CA",92069,"MRS. MARY RITTINGHAUS","760-744-7995","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT EARLY HEAD START","739 OLIVE AVE","VISTA","CA",92083,"MS. JANE FABRIGAS","760-726-4272","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT EARLY HS CAMP PT.","20286 SAN JACINTO","CAMP PENDELTON","CA",92055,"MS. AMY FULGIUM","760-430-7065","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT FALLBROOK II HS","901 ALTURAS STREET","FALLBROOK","CA",92028,"MRS. CAROL ESPARZA","760-731-2062","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HEAD START CARLSBAD 1-EUREKA","3368 EUREKA PLACE","CARLSBAD","CA",92008,"MS. TRACEY ASTORGA","760-720-4378","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HEAD START CARLSBAD 2- LAUREL TREE","1307 LAUREL TREE","CARLSBAD","CA",92011,"MS. CHIEKO LEE","760-930-9005","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HEAD START ESCONDIDO 1 -LOS NINOS","221 WEST 7TH AVE","ESCONDIDO","CA",92025,"MS. ROSALINDA STEVENSON","760-738-4876","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HEAD START ESCONDIDO 3 -HICKORY","635 N. HICKORY STREET","ESCONDIDO","CA",92025,"JACQUELIN MARROU","760-741-0541","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HEAD START ESCONDIDO 4 -DEL DIOS","835 WEST 15TH","ESCONDIDO","CA",92025,"KATIA SIAROVA","760-747-7027","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HEAD START RINCON","33509 VALLEY CENTER RD","VALLEY CENTER","CA",92082,"MS. PATRICIA VILLICANA","619-751-5190","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HS NORTH COAST","1501 KELLY STREET","OCEANSIDE","CA",92054,"OLGA CAMACHO","760-966-7135","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HS SAN MARCOS II","139 GOSNELL WAY","SAN MARCOS","CA",92069,"MS. PRANY KASEM-HENDRICKS","760-736-3066","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT HS VISTA III","1410 FOOTHILL DR","VISTA","CA",92084,"MS. KAREN CASE","760-639-4465","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT OCEANSIDE HS II","2322 CATALINA CIRCLE","OCEANSIDE","CA",92057,"MS. ARIANA AYAZI","619-941-7616","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT OCEANSIDE V HS","235 VIA PELICANO","OCEANSIDE","CA",92057,"MS. LINDA HERNANDEZ","760-433-7589","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MAAC PROJECT PAUMA H/ST PRSCH","33158-A COLE GRANDE RD","PAUMA VALLEY","CA",92061,"MS. TUNESIA STEWART","760-615-2000","HEAD START CENTER (HSC)"
"METROPOLITAN AREA ADVISORY COMMITTEE-MAAC-PROJ HEADSTART","MACK PROJECT FALLBROOK HS","405 WEST FALLBROOK ST","FALLBROOK","CA",92028,"LINDA HERNANDEZ","760-723-2897","HEAD START CENTER (HSC), STATE PRE SCHOOL CENTER (SPS)"
"MEXICAN AMERICAN OPPORTUN FOUN","SAN YSIDRO EARNLY LEARNING CENTER","1901 DEL SUT BLVD. 1ST FLOOR","SAN YSIDRO","CA",92173,"MRS. MONICA SANTOS","619-621-2525","PRESCHOOL AGE CENTER (CCC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","ADMIRAL HARTMAN COMMUNITY CTR","4649 DONALDSON DRIVE","SAN DIEGO","CA",92109,"MS. DIANE BONOMINI","858-270-2060","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","BAYVIEW HILLS COMMUNITY CENTER","1876 SKY HARBOR ROAD","SAN DIEGO","CA",92139,"BETSY ARCE","609-267-2018","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","CHESTERTON COMMUNITY CENTER","7427 LINDA VISTA ROAD","SAN DIEGO","CA",92111,"ROSA VERDIN","858-268-2252","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","CHILD DEV CTR SUBASE SAN DIEGO","140 SYLVESTER RD BLDG 377","SAN DIEGO","CA",92106,"MS. SHIRLEY PAULEY","619-553-0781","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","CHINA LAKE SAC","CHINA LAKE BUILDING 880","CHINA LAKE","CA",93555,"MS. RUTH SANCHEZ","760-939-2909","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","CHINA LAKE YOUTH CENTER","CHINA LAKE BUILDING 2480","CHINA LAKE","CA",93555,"JONATHON SIMS","760-939-3097","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","CHOLLAS HEIGHTS CDC","6205 COLLEGE GROVE WAY","SAN DIEGO","CA",92115,"MS. LOURDES (LULU) CONCEPCION-MAXWELL","858-556-0525","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","GATEWAY VILLAGE RECREATION CTR","2741 MENDONCA DRIVE","SAN DIEGO","CA",92110,"LAURA HAGUE","619-225-5628","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","LEMOORE YOUTH CENTER","995 FRANKLIN AVENUE","LEMOORE","CA",93246,"MS. KARYN NEVES","559-998-4350","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","MARINE CORPS RECRUIT DEPOT CDC","4025 TRIPOLI AVE","SAN DIEGO","CA",92140,"SHARON MITCHELL","619-524-8469","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","MCAS MIRAMAR CHILD DEVEL CTR","BLDG 2740 MCAS MIRAMAR","SAN DIEGO","CA",92145,"DEBBIE TENLEY","619-577-4146","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","MCAS MIRAMAR II CDC","BLDGS 2741/2742 HOWE ROAD","SAN DIEGO","CA",92145,"ALICIA TIONGISON","858-577-7890","INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","MURPHY CANYON CDC","3295 SANTO RD","SAN DIEGO","CA",92124,"COURTNEY HILLARY","619-556-0299","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","MURPHY CANYON COMMUNITY CENTER","3493 SANTO ROAD","SAN DIEGO","CA",92124,"MS. JAMIE TAYLOR","858-268-2233","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","MURPHY CANYON II CDC","3125 SANTO ROAD","SAN DIEGO","CA",92124,"AMBER HOYOPATUBBI","858-569-5210","PRESCHOOL AGE CENTER (CCC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","MURPHY CANYON YOUTH CENTER","4867 SANTO ROAD","SAN DIEGO","CA",92124,"MS. MARY SHIRLEY","858-268-2828","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NAS NORTH ISLAND CDC","BUILDING 605 MCCAIN BLVD","CORONADO","CA",92135,"GISELLE MCLAURIN","619-545-0327","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NAS NORTH ISLAND CHILD AND YOUTH 24/7 CENTER","607 MCCAIN BLVD","CORONADO","CA",92118,"MRS. CHRISTINE PRETTI","619-545-5617","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NAVAL AIR FACILITY EL CENTRO","3400 B ST","EL CENTRO","CA",92243,"VALINDA CRUZ","760-339-2917","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NAVAL AMPHIBIOUS BASE CDC","BUILDING 503 VELLA LAVELLA ROAD","SAN DIEGO","CA",92155,"MS. MAUREEN RICHMOND","619-437-5807","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NAVAL BASE CDC BLDG 3653","BUILDING 3653 FILBERT ROAD","SAN DIEGO","CA",92136,"MS. MONICA ARMENTA","619-556-3521","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NAVAL BASE VENTURA CDC HUENEME","BLDG 1487 - 34TH AVENUE","PORT HUENEME","CA",93043,"TAMARA LO-RAY","805-982-2931","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NAVAL MEDICAL CTR CDC/BLDG 15","34800 BOB WILSON DR BUILDING 15","SAN DIEGO","CA",92134,"SHASTITY HARRIS","619-532-8806","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NBVC YOUTH CENTER, POINT MUGU","4TH STREET BUILDING 150","POINT MUGU","CA",93042,"CHRISTINA BATELAAN","805-989-7580","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NBVC YOUTH CENTER, PORT HUENEME","34TH AVEUNE BUILDING 1439","PORT HUENEME","CA",93043,"MS. KRISTINA PALOMARES","805-982-4218","AT RISK SITE (ATR)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","NSA MONTEREY SAC","1222 LEAHY ROAD","MONTEREY","CA",93940,"DORA KURPIERZ","831-656-2127","SCHOOL AGE CENTER (SAC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","PATRICK WADE POINT LOMA CDC","2843 HORNET WAY","SAN DIEGO","CA",92106,"MR. KEITH ROSEMOND","619-222-3400","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","SILVER STRAND REC CENTER","1302 LEYTE ROAD","CORONADO","CA",92118,"SAM MCCOY","619-435-5056","SCHOOL AGE CENTER (SAC)"
"NAVY REGION SOUTHWEST, CHILD AND YOUTH PROGRAMS","VILLAGE AT SERRA MESA","8420 1/2 KRENZ STREET","SAN DIEGO","CA",92123,"JAMIE TAYLOR","858-571-3853","AT RISK SITE (ATR)"
"NEIGHBORHOOD HOUSE ASSOCIATION","CLAIREMONT MESA HEAD START","4271 CLAIREMONT MESA BLVD","SAN DIEGO","CA",92117,"MS. AUDREY GOODWIN","858-581-2194","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","DE ANZA","6525 ESTRELLA AVENUE","SAN DIEGO","CA",92120,"MS. LYNDA PHAM","619-583-0994","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","FIRST STEP HEAD START","802\804 SAN PASQUAL","SAN DIEGO","CA",92113,"SUBRENA WOODS","619-262-1905","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","JACKIE ROBINSON HEAD START","151 FORTY FIFTH ST","SAN DIEGO","CA",92113,"MS. YUN GAO","619-262-4201","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","JOHNSON EARLY LEARNING ACADEMY","5760 LUBER STREET","SAN DIEGO","CA",92114,"MS. SOFIA TORRES","619-798-3330","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","KAREN D LOVE CENTER","2060 DRESCHER STREET","SAN DIEGO","CA",92111,"MS. KELLY BRADLEY","858-560-6034","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA ADULT DAY HEALTH CARE","851 SOUTH 35TH ST","SAN DIEGO","CA",92113,"MRS. JENNIFER HURLOW-PAONESSA","619-233-6691","ADULT DAY HEALTH (ADH)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-ALCOTT EARLY HEAD START","4680 HIDALGO AVE","SAN DIEGO","CA",92117,"MS. RENEE BLAIR","858-272-9641","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-ALTADENA HEAD START","3770 ALTADENA AVE","SAN DIEGO","CA",92105,"MS. LAURA PHILLIPS","619-280-6951","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-BALBOA LUTHERAN ELC","7250 ECKSTROM AVE","SAN DIEGO","CA",92111,"MS. RANY PANCHALINGAM","858-357-9649","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-BARBARA Y. FIELDING EARLY LEARNING ACADEMY","841 SOUTH 41ST STREET","SAN DIEGO","CA",92113,"JENNIFER WEDDINGTON","619-263-7761","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-CHOLLAS VIEW HEAD START","918 N. 47TH STREET","SAN DIEGO","CA",92102,"ALICE OREAS","619-263-1780","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-EARLY LNK/SKILL/CENTER AMER/HS","6285 UNIVERSITY AVE","SAN DIEGO","CA",92115,"MARTHA VELAZAQUEZ","619-243-1607","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-EDU CULTURAL COMP/HA/CDC","4343 OCEAN VIEW BLVD","SAN DIEGO","CA",92113,"PATRICIA MEDICO","619-388-4802","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-EUCLID AVENUE HEAD START","210 S EUCLID AVE","SAN DIEGO","CA",92114,"DEBORAH FAVILA","619-264-3577","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-HOME AVE HEAD START FAMILY FOCUS","4111 HOME AVE","SAN DIEGO","CA",92105,"ANACIETA COLANTRO-SCHMIDT","619-262-8199","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-JOHN MARSHALL HEAD START","3550 ALTADENA AVE","SAN DIEGO","CA",92105,"DOROTHEA SCHROEDER","619-624-2362","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-LOMA PORTAL HEAD START","2905 CADIZ ST","SAN DIEGO","CA",92110,"BRENDA HOLLAND","619-523-2510","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-MCGILL SCHOOL OF SUCCESS HEAD START","3025 FIR ST","SAN DIEGO","CA",92102,"DEBRA HUGGINGS","619-239-0632","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-MERCADO HEAD START FAMILY FOCUS","2001 NEWTON AVE","SAN DIEGO","CA",92113,"SOFIA TORRES","619-687-0322","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-MILLER HEAD START","4343 SHIELDS STREET","SAN DIEGO","CA",92124,"MS. HATIGE JAVAHERZADEH","858-278-0502","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-NEW LIFE HEAD START FAMILY FOCUS","766 28TH ST","SAN DIEGO","CA",92102,"MARIA LEDEZMA","619-702-0250","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-NORTH PARK HEAD START FAMILY FOCUS","2717 UNIVERSITY AVE","SAN DIEGO","CA",92104,"MS. FRANCESS CORNEJO-TOWNSEND","619-298-4500","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-O'FARRELL HEAD START","6130 SKYLINE DR","SAN DIEGO","CA",92114,"MS. QUEEN PUGH","619-266-9375","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-URBAN VILLAGE I EARLY LEARNING ACADEMY","3795 FAIRMOUNT AVENUE STE B","SAN DIEGO","CA",92105,"MS. MARIANA CASAS-CASTRO","619-283-2780","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-URBAN VILLAGE II HEAD START CENTER","4305 UNIVERSITY AVENUE #107","SAN DIEGO","CA",92105,"BRENDA WEBB","619-284-5644","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-WALKER HEAD START","9245 HILLERY DRIVE","SAN DIEGO","CA",92126,"MONICA CERVANTEZ","858-653-3671","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","NHA-WEBSTER HEAD START","2930 MARCY AVE","SAN DIEGO","CA",92113,"CLAUDETTE BLACKMAN","619-232-4521","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","STEM INSTITUTE OF EARLY LEARNING","808 WEST CEDAR ST","SAN DIEGO","CA",92101,"MS. CHERRYL VIVAR","619-239-1984","HEAD START CENTER (HSC)"
"NEIGHBORHOOD HOUSE ASSOCIATION","VALENCIA PARK EARLY LEARNING ACADEMY","5880 SKYLINE DRIVE","SAN DIEGO","CA",92114,"MS. RUTH WILSON","619-262-1219","HEAD START CENTER (HSC)"
"NEXT GENERATION EDUC CTR INC","NEXT GENERATION EDUCATIONAL CENTER, INC. - EL CAJON","1471 GRANITE HILLS DRIVE","EL CAJON","CA",92019,"MRS. GERALYN WINDT","619-441-8800","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC), SCHOOL AGE CENTER (SAC)"
"NORTH COUNTY COMMUNITY SERVICE","BALDERRAMA CHILD DEV CENTER","709 SAN DIEGO ST","OCEANSIDE","CA",92054,"MRS. ALIYA KHAN","760-757-1931","PRESCHOOL AGE CENTER (CCC)"
"NORTH COUNTY COMMUNITY SERVICE","NCCS CHILD DEV CTR EUCALYPTUS","1805 S. ESCONDIDO BLVD.","ESCONDIDO","CA",92025,"MRS. BRIDGET DELMARK","760-745-1302","PRESCHOOL AGE CENTER (CCC)"
"NORTH COUNTY COMMUNITY SERVICE","NCCS NORTH RIVER ROAD CDC","4510 NORTH RIVER ROAD","OCEANSIDE","CA",92057,"MISS MARKETHIA HUGHES","760-529-0020","PRESCHOOL AGE CENTER (CCC)"
"NORTH COUNTY COMMUNITY SERVICE","NCCS OAK HILL","1317 OAKHILL DRIVE","ESCONDIDO","CA",92027,"MRS. HARPREET RANDHAWA","760-739-9195","PRESCHOOL AGE CENTER (CCC)"
"NORTH COUNTY COMMUNITY SERVICE","NORTH CO COMM SVCS/THUNDER","2860 THUNDER DR","OCEANSIDE","CA",92056,"MS. CHRISTINA ORNDORF","760-940-0062","PRESCHOOL AGE CENTER (CCC)"
"OAK TREE ACADEMY LLC","OAK TREE ACADEMYLLC","1375 EAST WASHINGTON AVE","EL CAJON","CA",92019,"DR. ROSEANN RINEAR","619-749-9310","PRESCHOOL AGE CENTER (CCC), INFANT/TODDLER (ITC)"
"OCEAN BEACH CHILD CARE PROJECT CHILDRENS CIRCLE","OCEAN BEACH CHILD DEVELOP CTR","2031 CHATSWORTH BLVD","SAN DIEGO","CA",92107,"MS. CAROL CORTES","619-222-6223","INFANT/TODDLER (ITC), STATE PRE SCHOOL CENTER (SPS)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","DEL RIO ELEMENTARY","5200 N. RIVER ROAD","OCEANSIDE","CA",92057,"MS. ERICA RAMOS","760-310-3576","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","LAUREL ELEMENTARY","1410 LAUREL STREET","OCEANSIDE","CA",92058,"MR. ELMER RIVERA","760-214-4008","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","LIBBY ELEMENTARY","423 W. REDONDO","OCEANSIDE","CA",92057,"MS. CLAUDIA ROMERO","760-908-1561","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","LOUISE FOUSSAT ELEMENTARY","3800 PALA ROAD","OCEANSIDE","CA",92058,"MS. ALISON SOLOMON","760-908-1583","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","MARTIN LUTHER KING JR. MIDDLE","1290 IVEY RANCH ROAD","OCEANSIDE","CA",92057,"MR. MIKE HOLLINS","760-908-2505","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","MISSION ELEMENTARY","2100  MISSION  AVENUE","OCEANSIDE","CA",92058,"MR. PUA TAUPAU","760-889-5176","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","PALMQUIST ELEMENTARY","1999 CALIFORNIA STREET","OCEANSIDE","CA",92054,"MS. ANNIE GILL","760-908-1568","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","REYNOLDS ELEMENTARY","4575 DOUGLAS DRIVE","OCEANSIDE","CA",92057,"MR. ARMANI TAYLOR","760-484-4228","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","SAN LUIS REY ELEMENTARY","3535 HACIENDA DRIVE","OCEANSIDE","CA",92054,"MR. BRIAN KANE","760-908-1552","AT RISK SITE (ATR)"
"OCEANSIDE UNIFIED SCHOOL DISTRICT","SOUTH OCEANSIDE ELEMENTARY","1806 S. HORNE STREET","OCEANSIDE","CA",92054,"MR. ARTHUR CURA","760-908-1582","AT RISK SITE (ATR)"
"OPEN ARMS ADHC INC","OPEN ARMS ADHC","301 EAST J ST","CHULA VISTA","CA",91910,"MR. JONATHAN SALAS","619-420-1404","ADULT DAY HEALTH (ADH)"
"PALOMAR COMMUNITY COLLEGE DISTRICT CDC","PALOMAR COLLEGE CDC/ESCONDIDO","1951 EAST VALLEY PKWY","ESCONDIDO","CA",92027,"MS. PAMEAL KEINATH","760-744-1150","PRESCHOOL AGE CENTER (CCC)"
"PALOMAR COMMUNITY COLLEGE DISTRICT CDC","PALOMAR COLLEGE CHILD DEV CTR","1140 W MISSION ROAD","SAN MARCOS","CA",92069,"MS. PAMELA KEINATH","760-744-1150","PRESCHOOL AGE CENTER (CCC)"
"POWAY ADHC CENTER","POWAY ADHC","12250 CROSTHWAITE CIRCLE","POWAY","CA",92064,"KATHRYN HOLT","858-748-5044","ADULT DAY CARE (ADC), ADULT DAY HEALTH (ADH)"
"QUALITY CHILDREN'S SERVICES","CASA DE NINOS","1718 MISSION AVE","OCEANSIDE","CA",92054,"NORMA TERRAZAS","760-757-3207","PRESCHOOL AGE CENTER (CCC)"
