site_id,start_date,end_date,summer_year,sitename,sponsorname,sponsor_id,meals_type,site_contact,site_phone,site_type
4349,2017-07-05,2017-08-08,2017,BEST SUMMER BRIDGE 2010,CSU SAN DIEGO (BEST),124,"B, L, S",DAVID SCARAFONE,619-594-1196 #41196 ,OPEN
4365,2017-06-26,2017-08-08,2017,WASHINGTON PARK CENTER,ESCONDIDO UNION HIGH,160,"B, L",RON GIL,760-291-5077,CLOSED NEEDY
4353,2017-06-26,2017-08-08,2017,GROVE PARK,ESCONDIDO UNION HIGH,160,L,RON GIL,760-291-5077,OPEN
4357,2017-07-31,2017-08-03,2017,IGLESIA LATINA EMANUEL,ESCONDIDO UNION HIGH,160,S,YOLANDA SALAS,760-291-2251,OPEN
877,2017-06-06,2017-06-29,2017,DEL LAGO ACADEMY - CAMPUS OF APPLIED SCIENCE,ESCONDIDO UNION HIGH,160,L,CYNDI VANDERWOUDE,760-291-2577,OPEN
1145,2017-06-06,2017-07-13,2017,ESCONDIDO HIGH,ESCONDIDO UNION HIGH,160,"B, L",MARLA MARTIN,760-291-4077,OPEN
2957,2017-06-06,2017-07-10,2017,ORANGE GLEN HIGH,ESCONDIDO UNION HIGH,160,"B, L",RON GIL,760-291-5077,CLOSED NEEDY
3521,2017-06-06,2017-07-10,2017,SAN PASQUAL HIGH,ESCONDIDO UNION HIGH,160,L,ANGELA SEGURA,760-291-6077,OPEN
4065,2017-06-06,2017-07-10,2017,VALLEY HIGH (CONTINUATION),ESCONDIDO UNION HIGH,160,L,YOLANDA SALAS,760-291-2251,OPEN
873,2017-07-10,2017-07-28,2017,DEL DIOS ACADEMY OF ARTS AND SCIENCES,ESCONDIDO UNION,156,"B, L",TRACEY BUDGE,760-432-2355,OPEN
1205,2017-07-10,2017-07-28,2017,FELICITA ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
1193,2017-07-10,2017-07-28,2017,FARR AVENUE ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
1817,2017-07-10,2017-07-28,2017,JUNIPER ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,CLOSED NEEDY
1941,2017-06-26,2017-07-28,2017,L. R. GREEN ELEMENTARY,ESCONDIDO UNION,156,L,TRACEY BUDGE,760-432-2355,OPEN
2121,2017-06-26,2017-07-28,2017,LINCOLN ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,CLOSED NEEDY
3305,2017-07-10,2017-07-28,2017,ROCK SPRINGS ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
3345,2017-07-10,2017-07-28,2017,ROSE ELEMENTARY,ESCONDIDO UNION,156,"B, L",CHRISTINE RITCHIE,760-432-2102,OPEN
1185,2017-06-12,2017-07-14,2017,FALLBROOK STREET ELEMENTARY,FALLBROOK UNION ELEMENTARY,168,"L, AM",SANDRA MCGOLDRICK,760-731-4352,OPEN
2001,2017-06-19,2017-07-14,2017,LA PALOMA ELEMENTARY,FALLBROOK UNION ELEMENTARY,168,L,SANDRA MCGOLDRICK,760-535-9730,OPEN
4377,2017-06-12,2017-07-28,2017,NORTH COUNTY BOYS AND GIRLS CLUB,FALLBROOK UNION ELEMENTARY,168,L,SANDRA MCGOLDRICK,760-731-4352,OPEN
4033,2017-07-05,2017-08-11,2017,VALLECITOS ELEMENTARY,FALLBROOK UNION HIGH,172,"B, L",JUDI REYNOLDS,703-731-1601,OPEN
1173,2017-06-12,2017-07-18,2017,FALLBROOK HIGH,FALLBROOK UNION HIGH,172,"B, L",JUDI REYNOLDS,760-731-1601,OPEN
4493,2017-06-12,2017-08-04,2017,VISTA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,ORQUIDIA CONTRERAS,760-643-5113,CLOSED NEEDY
4421,2017-06-13,2017-07-21,2017,LINCOLN ACRES BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,JOSE OCADIZ,619-475-9880,OPEN
4385,2017-06-20,2017-09-01,2017,BORREGO SPRINGS BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,TONYA GADBOIS,760-767-5663,CLOSED NEEDY
4409,2017-06-13,2017-08-04,2017,JULIAN BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,"B, L",COLLEEN BAKER,760-765-1055,OPEN
4481,2017-06-19,2017-08-04,2017,VALLEY CENTER BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,"L, PM",LAURA ZUCKERMAN,760-749-1305,OPEN
4397,2017-06-12,2017-06-30,2017,CASTLE PARK ELEMENTARY,FEEDING AMERICA SAN DIEGO,180,"L, AM",ERIC DEL RIO,619-422-5005,OPEN
4405,2017-06-17,2017-08-19,2017,JACUMBA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,"L, PM",SARAH MISQUEZ,619-766-4608,OPEN
4457,2017-06-12,2017-08-18,2017,RAMONA BRANCH LIBRARY,FEEDING AMERICA SAN DIEGO,180,L,CHELSIE HARRIS,760-788-5271,OPEN
4389,2017-06-21,2017-08-18,2017,BOYS AND GIRLS CLUB SAN MARCOS,FEEDING AMERICA SAN DIEGO,180,PM,MARITZA SUAZO,760-471-2490,CLOSED NON NEEDY
4425,2017-06-12,2017-08-11,2017,MESA GRANDE INDIAN HOUSING AUTHORITY,FEEDING AMERICA SAN DIEGO,180,L,DANIELLE LACHUSA,760-782-9144,OPEN
4441,2017-07-06,2017-08-11,2017,NORTH COUNTY HEALTH SERVICES SAN MARCOS,FEEDING AMERICA SAN DIEGO,180,L,LUZMAM VIGIL,760-736-8745,OPEN
4437,2017-06-13,2017-07-13,2017,NORTH COUNTY HEALTH SERVICES RAMONA HEALTH CENTER,FEEDING AMERICA SAN DIEGO,180,B,KELVIN CARTER,760-566-1796,OPEN
4401,2017-06-21,2017-08-04,2017,IIPAY NATION OF SANTA YSABEL,FEEDING AMERICA SAN DIEGO,180,B,VIRGINIA HILL,760-765-0845 #104 ,OPEN
4497,2017-06-21,2017-08-11,2017,VIVIAN BANKS CHARTER SCHOOL,FEEDING AMERICA SAN DIEGO,180,L,ERIC KOSCH,760-742-3300,OPEN
4429,2017-06-12,2017-08-11,2017,MESA GRANDE INDIAN HOUSING AUTHORITY SITE 2,FEEDING AMERICA SAN DIEGO,180,L,DANA HENDERSON,858-452-3663 #140 ,OPEN
4381,2017-07-06,2017-07-25,2017,BARONA RECREATION CENTER,FEEDING AMERICA SAN DIEGO,180,L,GEORGE POJAS,760-332-9062,OPEN
4489,2017-06-22,2017-06-23,2017,VIEJAS RECREATION CENTER,FEEDING AMERICA SAN DIEGO,180,L,GEORGE POJAS,760-332-9062,OPEN
4461,2017-06-29,2017-07-13,2017,RINCON BALL FIELDS,FEEDING AMERICA SAN DIEGO,180,L,GEORGE POJAS,760-332-9062,OPEN
4465,2017-06-27,2017-06-28,2017,SAN PASQUAL BALLFIELDS,FEEDING AMERICA SAN DIEGO,180,L,GEORGE POJAS,760-332-9062,OPEN
4449,2017-07-11,2017-07-12,2017,PALA SPORTS COMPLEX,FEEDING AMERICA SAN DIEGO,180,L,GEORGE POJAS,760-332-9062,OPEN
4469,2017-07-18,2017-07-19,2017,SANTA YSABEL BALL FIELDS,FEEDING AMERICA SAN DIEGO,180,L,GEORGE POJAS,760-332-9062,OPEN
2153,2017-06-19,2017-08-04,2017,LITERACY FIRST CHARTER,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4501,2017-06-15,2017-08-15,2017,BOYS AND GIRLS CLUB OF EAST COUNTY,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4513,2017-06-22,2017-08-25,2017,LAKESIDE CLUBHOUSE,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
601,2017-06-12,2017-07-28,2017,CHAPARRAL HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
1053,2017-06-12,2017-08-18,2017,EL CAJON VALLEY HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
1065,2017-06-12,2017-07-14,2017,EL CAPITAN HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
1341,2017-06-12,2017-07-14,2017,GRANITE HILLS HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
1373,2017-06-12,2017-07-07,2017,GROSSMONT HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
1465,2017-06-07,2017-06-27,2017,HELIX HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
2453,2017-06-12,2017-07-25,2017,MONTE VISTA HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
2509,2017-06-12,2017-06-30,2017,MOUNT MIGUEL HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
3553,2017-06-12,2017-06-30,2017,SANTANA HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4017,2017-06-12,2017-06-30,2017,VALHALLA HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4197,2017-06-12,2017-06-30,2017,WEST HILLS HIGH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4505,2017-06-19,2017-08-18,2017,BOYS AND GIRLS CLUB SANTEE,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4537,2017-06-19,2017-08-18,2017,YMCA - LA MESA,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4545,2017-06-19,2017-08-18,2017,YMCA - SANTEE,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4525,2017-06-15,2017-08-18,2017,SANTEE RECREATION CENTER,GROSSMONT UNION HIGH,188,"L, PM",VINCE SCIMONE,619-644-8183,OPEN
4521,2017-06-19,2017-08-25,2017,SANTEE ASES PROGRAM,GROSSMONT UNION HIGH,188,"L, PM",VINCE SCIMONE,619-644-8183,OPEN
3249,2017-06-12,2017-07-25,2017,REACH ACADEMY,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4541,2017-06-19,2017-08-18,2017,YMCA - MCGRATH,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
4509,2017-06-19,2017-08-11,2017,HILTON HEAD COUNTY PARK,GROSSMONT UNION HIGH,188,L,VINCE SCIMONE,619-644-8183,OPEN
4517,2017-06-12,2017-08-18,2017,LEMON GROVE REC CENTER,GROSSMONT UNION HIGH,188,"B, L",VINCE SCIMONE,619-644-8183,OPEN
5169,2017-06-25,2017-07-28,2017,64 DEGREES,HARVEY MUDD COLLEGE UPWARD BOUND,11,"B, L, S",MIGUEL ZARATE,909-621-8123,OPEN
4665,2017-06-22,2017-06-23,2017,NEW SEASONS CHURCH,HEAVEN'S WINDOWS,204,L,TINA FLORES,619-463-0725,OPEN
4653,2017-06-22,2017-08-10,2017,METRO AREA ADVISORY COMMITTEE (DIFFERENCT FROM HONEY BEE),HEAVEN'S WINDOWS,204,L,ANGELA KRETSCHMAR,619-303-7806,OPEN
4689,2017-06-22,2017-08-10,2017,SPRING VALLEY REC CLUB,HEAVEN'S WINDOWS,204,S,CARL MCCULLOUGH,619-667-6839,OPEN
4573,2017-06-22,2017-08-10,2017,CASA DE ORO LIBRARY,HEAVEN'S WINDOWS,204,L,ALISON O'BRIEN,619-463-8277,OPEN
4613,2017-06-22,2017-08-10,2017,EAST COUNTY COMMUNITY CENTER SPRING VALLEY,HEAVEN'S WINDOWS,204,L,FREDDY HORTON,619-463-0725,OPEN
4681,2017-06-07,2017-08-15,2017,REFLECTIONS,HEAVEN'S WINDOWS,204,PM,DONNA MC MANUS,619-667-6891,OPEN
4629,2017-06-15,2017-08-28,2017,IQRA LEARNING CENTER,HEAVEN'S WINDOWS,204,AM,LIBAN ISHMAEL,619-793-8716,OPEN
4585,2017-06-02,2017-07-19,2017,CHULA VISTA PRESBYTERIAN PRESCHOOL,HEAVEN'S WINDOWS,204,AM,ALEXIS INGRAM,619-492-2292,OPEN
5197,2017-07-01,2017-08-29,2017,UMI LEARNING CENTER,HEAVEN'S WINDOWS,204,"AM, PM",MOHAMED MOHAMED,619-309-6362,OPEN
4701,2017-06-15,2017-08-28,2017,VICTORY OUTREACH,HEAVEN'S WINDOWS,204,"AM, PM",REGINA PITTMAN,619-381-8747,OPEN
4565,2017-06-15,2017-08-22,2017,CAMPO EDUCATIONAL CENTER,HEAVEN'S WINDOWS,204,"L, PM",DEBORA CUERO,619-478-9093,OPEN
4677,2017-06-15,2017-08-28,2017,PROJECT ACCESS,HEAVEN'S WINDOWS,204,"L, PM",ALEX GARCIA,619-479-9594,OPEN
4661,2017-06-15,2017-08-28,2017,MT. ERIE BAPTIST CHURCH,HEAVEN'S WINDOWS,204,B,JAMES ROWELL,619-262-0708,OPEN
30,2017-06-09,2017-08-15,2017,LEMON GROVE LIBRARY-SAN DIEGO COUNTY LIBRARY,HEAVEN'S WINDOWS,204,PM,ELIZABETH VAGANI,619-463-9810,OPEN
4657,2017-06-15,2017-08-28,2017,METRO VILLAS APARTMENTS,HEAVEN'S WINDOWS,204,"L, PM",LETICIA LEAL,619-961-1062,OPEN
4605,2017-06-02,2017-07-19,2017,COMMUNITY CONGREGATIONAL PRESCHOOL,HEAVEN'S WINDOWS,204,PM,KIM APPLEGET,619-420-2046,OPEN
4705,2017-06-26,2017-08-28,2017,VILLAGE VIEW APARTMENTS,HEAVEN'S WINDOWS,204,PM,JENNY TRANG,619-677-2015,OPEN
4621,2017-06-26,2017-08-28,2017,HOLLYWOOD PALMS APARTMENTS,HEAVEN'S WINDOWS,204,PM,TRICIA MCKENZIE,619-255-0649,OPEN
4549,2017-06-15,2017-08-28,2017,1ST SAMOAN CONGREGATIONAL CHURCH,HEAVEN'S WINDOWS,204,L,MILLIE FAIAI,619-262-5068,OPEN
4561,2017-06-19,2017-07-07,2017,CABRILLO NATIONAL MONUMENT,HEAVEN'S WINDOWS,204,"L, AM",ALEXANDRIA WARNEKE,858-602-7097,OPEN
4693,2017-06-02,2017-07-19,2017,SYHC-WIC CHULA VISTA,HEAVEN'S WINDOWS,204,"L, AM",CARMEN GONG,619-662-4100,OPEN
4589,2017-06-09,2017-08-15,2017,CITRONICA ONE APARTMENTS,HEAVEN'S WINDOWS,204,L,DELILAH ROMERO,619-741-0461,OPEN
5201,2017-06-15,2017-08-25,2017,MT. ERIE CHRISTIAN ACADEMY,JAMES E. ALDREDGE FOUNDATION,,"B, L",KAILYN WELLS,619-263-1914,OPEN
4733,2017-07-05,2017-08-03,2017,LA JOLLA BAND OF LUISENO INDIANS,LA JOLLA BAND OF LUISENO,236,"L, AM",JAMES TRUJILLO,760-750-3771 #304,OPEN
4741,2017-06-26,2017-08-04,2017,SPRING VALLEY COMMUNITY CENTER,LA MESA-SPRING VALLEY,240,"B, L",JILL WHITTENBERG,619-668-5764,OPEN
4745,2017-06-26,2017-08-04,2017,SPRING VALLEY LIBRARY,LA MESA-SPRING VALLEY,240,"B, L",JILL WHITTENBERG,619-668-5764,OPEN
529,2017-06-26,2017-08-04,2017,CASA DE ORO ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
1549,2017-06-26,2017-08-04,2017,HIGHLANDS ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
1977,2017-04-10,2017-04-21,2017,LA MESA DALE ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
2005,2017-04-10,2017-04-21,2017,LA PRESA ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
2069,2016-10-10,2016-10-21,2017,LEMON AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
2185,2016-10-10,2016-10-21,2017,LOMA ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
2313,2017-04-10,2017-04-21,2017,MARYLAND AVENUE ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
2553,2017-04-10,2017-04-21,2017,MURDOCK ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
3237,2017-06-26,2017-08-04,2017,RANCHO ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
3321,2017-06-26,2017-08-04,2017,ROLANDO ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
3717,2017-06-26,2017-08-04,2017,SPRING VALLEY ACADEMY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
3833,2017-04-10,2017-04-21,2017,SWEETWATER SPRINGS ELEMENTARY,LA MESA-SPRING VALLEY,240,"L, PM",JILL WHITTENBERG,619-668-5764,OPEN
2145,2017-06-22,2017-08-25,2017,LINDO PARK ELEMENTARY,LAKESIDE UNION ELEMENTARY,244,"B, L",SALLY SPERO,619-390-2600 #2550,OPEN
2077,2017-06-19,2017-07-14,2017,LEMON GROVE ACADEMY FOR THE SCIENCES AND HUMANITIES,LEMON GROVE,248,L,HOLLY BAUER,619-825-5693,OPEN
3389,2017-06-19,2017-07-14,2017,SAN ALTOS ELEMENTARY,LEMON GROVE,248,L,HOLLY BAUER,619-825-5693,OPEN
3509,2017-06-19,2017-06-30,2017,SAN MIGUEL ELEMENTARY,LEMON GROVE,248,L,HOLLY BAUER,619-825-5693,OPEN
4129,2017-06-19,2017-07-14,2017,VISTA LA MESA ACADEMY,LEMON GROVE,248,L,HOLLY BAUER,619-825-5693,OPEN
461,2017-06-19,2017-07-14,2017,CAMPO ELEMENTARY,MOUNTAIN EMPIRE UNIFIED,256,L,DOROTHY HASKINS,619-473-9022 #1125,OPEN
2597,2017-06-13,2017-07-12,2017,NICHOLS ELEMENTARY,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
4801,2017-06-12,2017-08-10,2017,BOYS/GIRLS CLUB COUNTRY CLUB LANE,OCEANSIDE UNIFIED,284,"L, PM",NAOMI SHADWELL,760-966-4045,OPEN
4809,2017-06-12,2017-08-10,2017,CROWN HEIGHTS RESOURCE CENTER,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
4817,2017-06-12,2017-08-10,2017,LIBBY LAKE PARK,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
4825,2017-06-12,2017-08-10,2017,MELBA BISHOP RECREATION CENTER,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
4793,2017-06-12,2017-08-10,2017,BALDERRAMA PARK,OCEANSIDE UNIFIED,284,L,NAOMI SHADWELL,760-966-4045,OPEN
4785,2017-06-12,2017-08-10,2017,ABBY REINKE YOUTH CENTER,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
4813,2017-06-12,2017-08-10,2017,FIRESIDE PARK,OCEANSIDE UNIFIED,284,L,NAOMI SHADWELL,760-966-4045,OPEN
4805,2017-06-12,2017-08-10,2017,CITY OF OCEANSIDE LIBRARY,OCEANSIDE UNIFIED,284,L,NAOMI SHADWELL,760-966-4045,OPEN
1061,2017-06-13,2017-07-19,2017,EL CAMINO HIGH,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
2045,2017-06-12,2017-08-10,2017,LAUREL ELEMENTARY,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
2097,2017-06-12,2017-07-28,2017,LIBBY ELEMENTARY,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,CLOSED NEEDY
2849,2017-06-19,2017-07-13,2017,NORTH TERRACE ELEMENTARY,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN
2913,2017-06-13,2017-07-19,2017,OCEANSIDE HIGH,OCEANSIDE UNIFIED,284,"B, L",NAOMI SHADWELL,760-966-4045,OPEN RESTRICTED
3041,2017-06-12,2017-08-10,2017,PALMQUIST ELEMENTARY,OCEANSIDE UNIFIED,284,"L, PM",NAOMI SHADWELL,760-966-4045,OPEN
677,2017-06-12,2017-06-30,2017,CLAIR W. BURGENER ACADEMY,OCEANSIDE UNIFIED,284,B,NAOMI SHADWELL,760-966-4045,OPEN
3213,2017-06-12,2017-07-14,2017,RAMONA ELEMENTARY,RAMONA CITY UNIFIED,304,L,KATI HARBOUR,760-787-2048,OPEN
3217,2017-06-12,2017-07-13,2017,RAMONA HIGH,RAMONA CITY UNIFIED,304,L,KATI HARBOUR,760-787-2048,OPEN
4833,2017-06-19,2017-09-01,2017,SALVATION ARMY KROC CENTER,SALVATION ARMY-SAN DIEGO A CALIFORNIA CORPORATION,312,L,LAUREN LA BELLA,619-269-1523,OPEN
4845,2017-06-15,2017-07-20,2017,SDSU UPWARD BOUND,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,"B, L, S",TOMASA MAURICIO,619-594-1899,OPEN
4849,2017-06-15,2017-07-20,2017,SDSU UPWARD BOUND STAR,SAN DIEGO STATE UNIVERSITY RESEARCH FOUNDATION,336,"B, L, S",TOMASA MAURICIO,619-594-1899,OPEN
4865,2017-07-24,2017-08-18,2017,AZELEA REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4909,2017-07-24,2017-08-18,2017,CITY HEIGHTS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4921,2017-06-19,2017-08-18,2017,ENCANTO REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4941,2017-06-19,2017-08-18,2017,LINDA VISTA REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4957,2017-06-19,2017-08-18,2017,MARTIN LUTHER KING JR REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4969,2017-06-19,2017-08-18,2017,MOUNTAIN VIEW COMMUNITY CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4985,2017-07-24,2017-08-18,2017,NORTH PARK REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4997,2017-06-19,2017-08-18,2017,PARADISE HILLS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5025,2017-06-19,2017-08-18,2017,SKYLINE HILLS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5033,2017-06-19,2017-08-18,2017,SOUTH CREST REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5037,2017-06-19,2017-08-18,2017,STOCKTON REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5057,2017-06-19,2017-08-18,2017,WILLIE HENDERSON SPORTS COMPLEX,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
617,2017-07-24,2017-08-18,2017,CHEROKEE POINT ELEMENTARY,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
4853,2017-06-19,2017-08-18,2017,ADAMS REC CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4869,2017-06-19,2017-08-18,2017,BALBOA MORLEY FIELD SPORTS COMPLEX,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4965,2017-06-19,2017-08-18,2017,MIRAMAR AIRSTATION CHILD YOUTH & TEEN CENTER,SAN DIEGO UNIFIED,340,L,JENNIFER MARRONE,858-627-7332,OPEN
5005,2017-06-19,2017-08-18,2017,PENN ATHLETIC FIELD,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
2125,2017-06-19,2017-07-28,2017,LINCOLN HIGH,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7327,OPEN
3309,2017-06-26,2017-07-21,2017,RODRIGUEZ ELEMENTARY,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4989,2017-06-21,2017-08-18,2017,OFARRELL COMMUNITY SCHOOL,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
265,2017-06-26,2017-07-21,2017,BELL MIDDLE,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7327,OPEN
3465,2017-06-19,2017-07-28,2017,SAN DIEGO SCPA,SAN DIEGO UNIFIED,340,"B, L",JENNIFER MARRONE,858-627-7332,OPEN
4937,2017-06-19,2017-08-18,2017,KEARNY MESA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5029,2017-06-19,2017-08-18,2017,SOUTH CLAIREMONT PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5041,2017-06-19,2017-08-18,2017,TIERRASANTA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4913,2017-07-24,2017-08-18,2017,COLINA DEL SOL PARK & REC,SAN DIEGO UNIFIED,340,L,JENNIFER MARRONE,858-627-7332,OPEN
4961,2017-06-19,2017-08-18,2017,MIRA MESA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4977,2017-06-19,2017-08-18,2017,MURPHY CANYON YOUTH CENTER,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4861,2017-06-19,2017-08-18,2017,ALLIED GARDENS PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
5017,2017-06-19,2017-08-18,2017,SERRA MESA PARK & REC,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7327,OPEN
4857,2017-06-19,2017-08-18,2017,ADMIRAL HARTMAN CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4877,2017-06-19,2017-08-18,2017,BAY VIEW CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4885,2017-06-19,2017-08-18,2017,CABRILLO CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
4897,2017-06-19,2017-08-18,2017,CHESTERTON CYP,SAN DIEGO UNIFIED,340,"L, PM",JENNIFER MARRONE,858-627-7332,OPEN
